,Asynchrony,Tap Onset,Test,True Onset,User ID,IOI,Max,Min,Sanitized Tap Onset,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Mean Asynchrony,Std Dev Asynchrony,Missed Taps,Phase Correction Response,Latency,Latency Corrected SA
1,125.765,2018-07-16 14:13:04.405749,H1a4,2018-07-16 14:13:04.279984,805,335.737,2018-07-16 14:13:04.447853,2018-07-16 14:13:04.112067,2018-07-16 14:13:04.405749,125.765,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-126.965,74.60822222222222,200.37322222222224
2,-1.2,2018-07-16 14:13:04.614521,H1a4,2018-07-16 14:13:04.615721,805,319.879,2018-07-16 14:13:04.775661,2018-07-16 14:13:04.447853,2018-07-16 14:13:04.614521,-1.2,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-8.823,71.08422222222222,69.88422222222222
3,-10.023,2018-07-16 14:13:04.925577,H1a4,2018-07-16 14:13:04.935600,805,335.979,2018-07-16 14:13:05.103589,2018-07-16 14:13:04.775661,2018-07-16 14:13:04.925577,-10.023,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-48.983999999999995,74.66199999999999,64.639
4,-59.007,2018-07-16 14:13:05.212572,H1a4,2018-07-16 14:13:05.271579,805,335.721,2018-07-16 14:13:05.439440,2018-07-16 14:13:05.103589,2018-07-16 14:13:05.212572,-59.007,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-12.676000000000009,74.60466666666667,15.597666666666676
5,-71.683,2018-07-16 14:13:05.535617,H1a4,2018-07-16 14:13:05.607300,805,336.03,2018-07-16 14:13:05.775315,2018-07-16 14:13:05.439440,2018-07-16 14:13:05.535617,-71.683,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-4.111999999999995,74.67333333333333,2.990333333333325
6,-75.795,2018-07-16 14:13:05.867535,H1a4,2018-07-16 14:13:05.943330,805,336.009,2018-07-16 14:13:06.111335,2018-07-16 14:13:05.775315,2018-07-16 14:13:05.867535,-75.795,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-8.491,74.66866666666667,-1.126333333333335
7,-84.286,2018-07-16 14:13:06.195053,H1a4,2018-07-16 14:13:06.279339,805,335.549,2018-07-16 14:13:06.447113,2018-07-16 14:13:06.111335,2018-07-16 14:13:06.195053,-84.286,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-24.742999999999995,74.56644444444444,-9.719555555555559
8,-109.029,2018-07-16 14:13:06.505859,H1a4,2018-07-16 14:13:06.614888,805,320.0,2018-07-16 14:13:06.774888,2018-07-16 14:13:06.447113,2018-07-16 14:13:06.505859,-109.029,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,32.388999999999996,71.11111111111111,-37.91788888888888
9,-76.64,2018-07-16 14:13:06.858248,H1a4,2018-07-16 14:13:06.934888,805,335.917,2018-07-16 14:13:07.102846,2018-07-16 14:13:06.774888,2018-07-16 14:13:06.858248,-76.64,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,28.339,74.64822222222222,-1.9917777777777843
10,-48.301,2018-07-16 14:13:07.222504,H1a4,2018-07-16 14:13:07.270805,805,335.686,2018-07-16 14:13:07.438648,2018-07-16 14:13:07.102846,2018-07-16 14:13:07.222504,-48.301,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,24.671000000000003,74.59688888888888,26.295888888888882
11,-23.63,2018-07-16 14:13:07.582861,H1a4,2018-07-16 14:13:07.606491,805,336.037,2018-07-16 14:13:07.774509,2018-07-16 14:13:07.438648,2018-07-16 14:13:07.582861,-23.63,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,3.846,74.67488888888889,51.04488888888889
12,-19.784,2018-07-16 14:13:07.922744,H1a4,2018-07-16 14:13:07.942528,805,336.009,2018-07-16 14:13:08.110533,2018-07-16 14:13:07.774509,2018-07-16 14:13:07.922744,-19.784,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-20.71,74.66866666666667,54.88466666666667
13,-40.494,2018-07-16 14:13:08.238043,H1a4,2018-07-16 14:13:08.278537,805,319.683,2018-07-16 14:13:08.438378,2018-07-16 14:13:08.110533,2018-07-16 14:13:08.238043,-40.494,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-4.535000000000004,71.04066666666667,30.546666666666667
14,-45.029,2018-07-16 14:13:08.553191,H1a4,2018-07-16 14:13:08.598220,805,335.898,2018-07-16 14:13:08.766169,2018-07-16 14:13:08.438378,2018-07-16 14:13:08.553191,-45.029,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-20.497999999999998,74.644,29.615000000000002
15,-65.527,2018-07-16 14:13:08.868591,H1a4,2018-07-16 14:13:08.934118,805,335.925,2018-07-16 14:13:09.102081,2018-07-16 14:13:08.766169,2018-07-16 14:13:08.868591,-65.527,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,3.736000000000004,74.65,9.123000000000005
16,-61.791,2018-07-16 14:13:09.208252,H1a4,2018-07-16 14:13:09.270043,805,335.671,2018-07-16 14:13:09.437878,2018-07-16 14:13:09.102081,2018-07-16 14:13:09.208252,-61.791,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-28.590000000000003,74.59355555555555,12.802555555555557
17,-90.381,2018-07-16 14:13:09.515333,H1a4,2018-07-16 14:13:09.605714,805,336.035,2018-07-16 14:13:09.773732,2018-07-16 14:13:09.437878,2018-07-16 14:13:09.515333,-90.381,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,32.169,74.67444444444445,-15.706555555555553
18,-58.212,2018-07-16 14:13:09.883537,H1a4,2018-07-16 14:13:09.941749,805,319.935,2018-07-16 14:13:10.101717,2018-07-16 14:13:09.773732,2018-07-16 14:13:09.883537,-58.212,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,24.32,71.09666666666666,12.88466666666666
19,-33.892,2018-07-16 14:13:10.227792,H1a4,2018-07-16 14:13:10.261684,805,335.776,2018-07-16 14:13:10.429572,2018-07-16 14:13:10.101717,2018-07-16 14:13:10.227792,-33.892,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,40.96,74.6168888888889,40.72488888888889
20,7.068,2018-07-16 14:13:10.604528,H1a4,2018-07-16 14:13:10.597460,805,335.691,2018-07-16 14:13:10.765305,2018-07-16 14:13:10.429572,2018-07-16 14:13:10.604528,7.068,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-12.503,74.598,81.666
21,-5.435,2018-07-16 14:13:10.927716,H1a4,2018-07-16 14:13:10.933151,805,336.084,2018-07-16 14:13:11.101193,2018-07-16 14:13:10.765305,2018-07-16 14:13:10.927716,-5.435,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,3.566,74.68533333333333,69.25033333333333
22,-1.869,2018-07-16 14:13:11.267366,H1a4,2018-07-16 14:13:11.269235,805,335.843,2018-07-16 14:13:11.437157,2018-07-16 14:13:11.101193,2018-07-16 14:13:11.267366,-1.869,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,0.08200000000000007,74.63177777777778,72.76277777777779
23,-1.787,2018-07-16 14:13:11.603291,H1a4,2018-07-16 14:13:11.605078,805,319.761,2018-07-16 14:13:11.764959,2018-07-16 14:13:11.437157,2018-07-16 14:13:11.603291,-1.787,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-29.176000000000002,71.058,69.271
24,-30.963,2018-07-16 14:13:11.893876,H1a4,2018-07-16 14:13:11.924839,805,335.742,2018-07-16 14:13:12.092710,2018-07-16 14:13:11.764959,2018-07-16 14:13:11.893876,-30.963,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,3.9350000000000023,74.60933333333334,43.64633333333334
25,-27.028,2018-07-16 14:13:12.233553,H1a4,2018-07-16 14:13:12.260581,805,336.159,2018-07-16 14:13:12.428660,2018-07-16 14:13:12.092710,2018-07-16 14:13:12.233553,-27.028,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-4.401,74.702,47.674
26,-31.429,2018-07-16 14:13:12.565311,H1a4,2018-07-16 14:13:12.596740,805,335.613,2018-07-16 14:13:12.764546,2018-07-16 14:13:12.428660,2018-07-16 14:13:12.565311,-31.429,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-16.339000000000002,74.58066666666667,43.15166666666667
27,-47.768,2018-07-16 14:13:12.884585,H1a4,2018-07-16 14:13:12.932353,805,335.839,2018-07-16 14:13:13.100272,2018-07-16 14:13:12.764546,2018-07-16 14:13:12.884585,-47.768,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,16.337,74.63088888888889,26.86288888888889
28,-31.431,2018-07-16 14:13:13.236761,H1a4,2018-07-16 14:13:13.268192,805,336.033,2018-07-16 14:13:13.436209,2018-07-16 14:13:13.100272,2018-07-16 14:13:13.236761,-31.431,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-8.475999999999996,74.674,43.24300000000001
29,-39.907,2018-07-16 14:13:13.564318,H1a4,2018-07-16 14:13:13.604225,805,319.899,2018-07-16 14:13:13.764175,2018-07-16 14:13:13.436209,2018-07-16 14:13:13.564318,-39.907,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,20.157999999999998,71.08866666666667,31.181666666666672
30,-19.749,2018-07-16 14:13:13.904375,H1a4,2018-07-16 14:13:13.924124,805,335.771,2018-07-16 14:13:14.092010,2018-07-16 14:13:13.764175,2018-07-16 14:13:13.904375,-19.749,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-33.108999999999995,74.61577777777778,54.866777777777784
31,-52.858,2018-07-16 14:13:14.207037,H1a4,2018-07-16 14:13:14.259895,805,335.885,2018-07-16 14:13:14.427837,2018-07-16 14:13:14.092010,2018-07-16 14:13:14.207037,-52.858,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,16.288999999999994,74.64111111111112,21.78311111111112
32,-36.569,2018-07-16 14:13:14.559211,H1a4,2018-07-16 14:13:14.595780,805,336.125,2018-07-16 14:13:14.763842,2018-07-16 14:13:14.427837,2018-07-16 14:13:14.559211,-36.569,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-16.936999999999998,74.69444444444444,38.12544444444444
33,-53.506,2018-07-16 14:13:14.878399,H1a4,2018-07-16 14:13:14.931905,805,335.538,2018-07-16 14:13:15.099674,2018-07-16 14:13:14.763842,2018-07-16 14:13:14.878399,-53.506,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-32.400000000000006,74.56400000000001,21.058000000000007
34,-85.906,2018-07-16 14:13:15.181537,H1a4,2018-07-16 14:13:15.267443,805,319.848,2018-07-16 14:13:15.427367,2018-07-16 14:13:15.099674,2018-07-16 14:13:15.181537,-85.906,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-12.641999999999996,71.07733333333334,-14.828666666666663
35,-98.548,2018-07-16 14:13:15.488743,H1a4,2018-07-16 14:13:15.587291,805,336.062,2018-07-16 14:13:15.755322,2018-07-16 14:13:15.427367,2018-07-16 14:13:15.488743,-98.548,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,11.811000000000007,74.68044444444445,-23.867555555555555
36,-86.737,2018-07-16 14:13:15.836616,H1a4,2018-07-16 14:13:15.923353,805,335.909,2018-07-16 14:13:16.091307,2018-07-16 14:13:15.755322,2018-07-16 14:13:15.836616,-86.737,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,44.696,74.64644444444444,-12.090555555555554
37,-42.041,2018-07-16 14:13:16.217221,H1a4,2018-07-16 14:13:16.259262,805,335.676,2018-07-16 14:13:16.427100,2018-07-16 14:13:16.091307,2018-07-16 14:13:16.217221,-42.041,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-16.370000000000005,74.59466666666667,32.55366666666667
38,-58.411,2018-07-16 14:13:16.536527,H1a4,2018-07-16 14:13:16.594938,805,335.799,2018-07-16 14:13:16.762837,2018-07-16 14:13:16.427100,2018-07-16 14:13:16.536527,-58.411,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-0.14399999999999835,74.622,16.211
39,-58.555,2018-07-16 14:13:16.872182,H1a4,2018-07-16 14:13:16.930737,805,320.269,2018-07-16 14:13:17.090872,2018-07-16 14:13:16.762837,2018-07-16 14:13:16.872182,-58.555,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,11.399999999999999,71.1708888888889,12.615888888888897
40,-47.155,2018-07-16 14:13:17.203851,H1a4,2018-07-16 14:13:17.251006,805,335.722,2018-07-16 14:13:17.418867,2018-07-16 14:13:17.090872,2018-07-16 14:13:17.203851,-47.155,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,8.241,74.60488888888888,27.44988888888888
41,-38.914,2018-07-16 14:13:17.547814,H1a4,2018-07-16 14:13:17.586728,805,335.769,2018-07-16 14:13:17.754613,2018-07-16 14:13:17.418867,2018-07-16 14:13:17.547814,-38.914,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,8.404,74.61533333333334,35.70133333333334
42,-30.51,2018-07-16 14:13:17.891987,H1a4,2018-07-16 14:13:17.922497,805,335.766,2018-07-16 14:13:18.090380,2018-07-16 14:13:17.754613,2018-07-16 14:13:17.891987,-30.51,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-24.864,74.61466666666666,44.10466666666666
43,-55.374,2018-07-16 14:13:18.202889,H1a4,2018-07-16 14:13:18.258263,805,335.855,2018-07-16 14:13:18.426191,2018-07-16 14:13:18.090380,2018-07-16 14:13:18.202889,-55.374,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,-65.71000000000001,74.63444444444445,19.260444444444452
44,-121.084,2018-07-16 14:13:18.473034,H1a4,2018-07-16 14:13:18.594118,805,320.331,2018-07-16 14:13:18.754284,2018-07-16 14:13:18.426191,2018-07-16 14:13:18.473034,-121.084,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,36.074,71.18466666666667,-49.89933333333333
45,-85.01,2018-07-16 14:13:18.829439,H1a4,2018-07-16 14:13:18.914449,805,335.552,2018-07-16 14:13:19.082225,2018-07-16 14:13:18.754284,2018-07-16 14:13:18.829439,-85.01,-45.120333333333335,39.64606148615063,-45.120333333333335,39.64606148615063,0,,74.56711111111112,-10.442888888888888
